country,installation_id,installation_name,installation_city,account_holder,account_status,permit_id,status,latest_update,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
France,1157,TEREGA - Station de compression de Lussagnet,Lussagnet,TEREGA,open,05208477,Active,2018-04-27 10:23:24,,,,0,0,6187,6187,6187,14300,12797,11335,9917,8544,3607,2964,2345
France,1158,Etablissement de Montoir-de-Bretagne,Montoir-de-Bretagne,ENGIE THERMIQUE FRANCE,open,06305026,Active,2010-03-15 17:45:42,,,,0,0,857660,873262,873262,,,,,,,,
France,1159,ETF- CENTRALE COMBIGOLFE,Fos-sur-Mer,ENGIE THERMIQUE FRANCE,open,06407117,Active,2012-12-21 13:44:35,,,,0,0,792897,851180,851180,,,,,,,,
France,1160,ADP-CENTRALE THERMO-FRIGO-ELECTRIQUE BIS,Le Mesnil - Amelot,AEROPORTS DE PARIS,open,06501736,Active,2014-01-27 16:58:01,,,,0,0,25074,25790,31740,3707,3317,2939,2571,2215,1870,1536,1216
France,1161,TUILERIE MONIER SIGNY L'ABBAYE,Signy l'Abbaye,MONIER,open,05703186,Active,2014-01-27 16:58:01,,,,0,0,30445,32581,32581,5462,5367,5271,5174,5075,4978,4877,4777
France,1162,Le Panier Provençal - Chaudières,Tarascon,LE PANIER PROVENCAL,open,06407694,Active,2014-01-27 16:58:02,,,,0,0,4031,4398,4581,3439,3379,3319,3258,3196,3134,3071,3007
France,1163,KNAUF INSULATION,Lannemezan,KNAUF INSULATION LANNEMEZAN,open,06806581,Active,2014-01-27 16:58:02,,,,0,0,34580,51100,51100,17899,17589,17274,16956,16635,16311,15982,15653
France,1164,Centrale Utilités SOBEGI,LACQ,SOBEGI,open,05209347,Active,2014-01-27 16:58:02,,,,0,0,0,0,0,232577,208140,184358,161302,138955,117331,96408,76269
France,1165,EDF TAC Montereau,Vernou La Celle-sur-Seine,EDF SA,open,06513201,Active,2012-12-21 13:44:35,,,,0,0,51705,222740,222740,,,,,,,,
France,1166,TOTAL DIRECT ENERGIE CENTRALE ELECTRIQUE BAYET,Bayet,TOTAL DIRECT ENERGIE CENTRALE ELECTRIQUE BAYET,open,05601749,Active,2012-12-21 13:44:35,,,,0,0,45685,717726,843150,,,,,,,,
France,1167,EDF - DANISCO (DUPONT) Usine de Melle,MELLE,EDF SA,open,07208217,Active,2014-01-27 16:58:37,,,,0,0,9543,32474,32474,19513,17463,15468,13533,11659,9845,8089,6399
France,1168,NORD ESTER,Dunkerque,NORD ESTER,open,28300059,Active,2014-01-27 16:58:39,,,,0,0,5814,5814,5814,3789,3390,3003,2628,2264,1911,1571,1242
France,1169,Station de compression de Nozay,Nozay,GRTGAZ,closed,06305027,Permit Revoked,2012-05-11 12:22:44,,,,0,0,3304,3304,3304,,,,,,,,
France,1170,Dalkia - Site Smurfit Kappa,Biganos,DALKIA,open,05208848,Active,2014-01-27 16:58:07,,,,0,0,54353,217412,217412,0,0,0,0,0,0,0,0
France,201340,ALBIOMA CARAIBES,LE MOULE,ALBIOMA CARAIBES,closed,06900399,Permit Revoked,2012-07-13 12:39:54,,,,,,,161000,161000,,,,,,,,
France,201469,EDF TAC de Gennevilliers,GENNEVILLIERS,EDF SA,open,06506282,Active,2012-10-18 17:35:24,,,,,,,,3587,,,,,,,,
France,201650,GSK BIOLOGICALS,Saint Amand les Eaux,Glaxosmithkline Biologicals,open,07002325,Active,2014-01-27 16:58:37,,,,,,18116,22759,22759,5373,5279,5185,5089,4993,4896,4797,4698
France,202377,Chaufferie des Linandes,Saint Ouen L'Aumone,CENERGY,open,06513220,Active,2017-03-02 14:07:34,,,,,,,,52355,0 6928***,0 6200***,0 5492***,0 4807***,0 4144***,0 3502***,0 2881***,0 2282***
France,202577,EDF PEI CENTRALE PROD. ELECTRICITE DE PORT EST,LE PORT,EDF PRODUCTION ELECTRIQUE INSULAIRE SAS,open,07101355,Active,2013-02-27 11:17:59,,,,,,,,112345,,,,,,,,
France,203083,TDE - Centrale Electrique Toul,TOUL,TOTAL DIRECT ENERGIE - CENTRALE ELECTRIQUE TOUL,open,06208313,Active,2013-04-03 10:45:54,,,,,,,,331448,,,,,,,,
France,203536,DROME ENERGIE SERVICES (DES),PIERRELATTE,DROME ENERGIE SERVICES (DES),open,06110901,Active,2015-04-21 17:25:19,,,,,,,,23240,0 19089***,0 17083***,0 15133***,0 13246***,0 11418***,0 9649***,0 7937***,0 6286***
France,203580,ICT FRANCE,PANNES,ICT FRANCE,open,10010029,Active,2014-04-29 11:37:21,,,,,,,11005,34609,0 17220***,0 16920***,0 16621***,0 16321***,0 16021***,0 15722***,0 15422***,0 15123***
France,203582,SDCL - Chaufferie Val de l'Aurence,LIMOGES,SVD 17,closed,06003649,Permit Revoked,2013-04-29 11:03:58,,,,,,,,31102,,,,,,,,
France,203712,CONSTELLIUM ISSOIRE,ISSOIRE CEDEX,CONSTELLIUM ISSOIRE,open,05600372,Active,2014-01-27 16:58:11,,,,,,,,,47980,47146,46303,45451,44590,43721,42840,41957
France,203713,CONSTELLIUM NEUF-BRISACH,BIESHEIM,CONSTELLIUM NEUF BRISACH,open,06700469,Active,2014-01-27 16:58:31,,,,,,,,,104544,102728,100890,99035,97159,95263,93346,91420
France,203838,ADISSEO MMP,SAINT-CLAIR-DU-RHONE,ADISSEO FRANCE SAS,open,06105225,Active,2017-04-11 09:20:16,,,,,,,,,49221,48366,47500,46627,88687,86772,84844,82915
France,203840,ADISSEO Produits Soufrés,SAINT CLAIR DU RHONE,ADISSEO FRANCE SAS,closed,06105226,Permit Revoked,2017-05-10 10:48:58,,,,,,,,,47023,46008,44987,43966,0,0,0,0
France,203841,ADISSEO Roussillon,Roussillon,ADISSEO FRANCE SAS,open,06105223,Active,2014-01-27 16:58:24,,,,,,,,,60382,59333,58272,57200,56116,55022,53914,52802
France,203914,Bioenergie du Sud-Ouest,Arance,BIOENERGIE DU SUD-OUEST,open,05207519,Active,2014-01-27 16:58:07,,,,,,,,,100544,96532,92577,88689,84865,81109,77414,73802
France,204034,SOCIETE FROMAGERE DE CHARCHIGNE,CHARCHIGNE,SOCIETE FROMAGERE DE CHARCHIGNE,open,06301012,Active,2014-01-27 16:55:55,,,,,,,,,5324,4765,4220,3693,3181,2686,2207,1746
France,204035,SOLAIPA,VIMOUTIERS,SOLAIPA,open,05302798,Active,2015-03-02 17:33:20,,,,,,,,,16815,20654,20285,19911,19534,19153,18768,18381
France,204055,SOCIETE FROMAGERE DE RODEZ,ONET LE CHATEAU,SOCIETE FROMAGERE DE RODEZ,open,06802467,Active,2014-01-27 16:57:06,,,,,,,,,7696,6887,6101,5338,4598,3883,3190,2524
France,204056,CANELIA PETIT FAYT BEURRE,PETIT FAYT,CANELIA PETIT FAYT BEURRE,open,07001409,Active,2014-01-27 16:54:43,,,,,,,,,7392,6615,5859,5126,4417,3729,3064,2424
France,204057,CANELIA ROUVROY POUDRE,ROUVROY SUR AUDRY,CANELIA ROUVROY POUDRE,open,05701122,Active,2015-03-02 17:33:21,,,,,,,,,13036,13084,12850,12614,12375,12134,11889,11644
France,204058,SOCIETE LAITIERE DE PONTIV,LE SOURN,SOCIETE LAITIERE DE PONTIVY,open,05501977,Active,2015-03-02 17:33:20,,,,,,,,,20303,20722,20210,19699,19190,18682,18175,17672
France,204059,SOCIETE LAITIERE DE L'HERMITAGE,L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,open,05501430,Active,2014-01-27 16:54:34,,,,,,,,,6253,5596,4956,4337,3736,3154,2592,2050
France,204060,SOCIETE FROMAGERE DE DOMFRONT,Domfront,SOCIETE FROMAGERE DE DOMFRONT,open,05302209,Active,2014-01-27 16:54:24,,,,,,,,,5780,5173,4582,4009,3454,2916,2396,1895
France,204061,SOCIETE FROMAGERE DE BOUVRON,BOUVRON,SOCIETE FROMAGERE DE BOUVRON,open,06301011,Active,2014-01-27 16:55:54,,,,,,,,,7483,6697,5932,5190,4471,3775,3102,2454
France,204062,MARCILLAT CORCIEUX,CORCIEUX,MARCILLAT CORCIEUX,open,06202172,Active,2014-01-27 16:55:44,,,,,,,,,5442,4871,4314,3774,3251,2745,2256,1785
France,204063,SOCIETE FROMAGERE DE SAINTE CECILE,SAINTE-CECILE,SOCIETE FROMAGERE DE SAINTE CECILE,open,05301510,Active,2014-01-27 16:57:52,,,,,,,,,3864,3458,3063,2680,2309,1949,1602,1267
France,204064,SOCIETE LAITIERE DE MAYENNE,MAYENNE,SOCIETE LAITIERE DE MAYENNE,open,06301010,Active,2015-03-02 17:33:21,,,,,,,,,28036,32565,31983,31394,30799,30199,29591,28981
France,204076,CELIA- LAITERIE DE CRAON,CRAON,CELIA-LAITERIE DE CRAON,open,06301360,Active,2015-04-21 17:25:19,,,,,,,,,14464 6113***,13784 12801***,13115 11340***,12459 9926***,11817 8556***,11189 7230***,10573 5947***,9973 4711***
France,204077,SOCIETE INDUSTRIELLE DE SAINT FLORENT,SAINT FLORENT LE VIEIL,SOCIETE INDUSTRIELLE DE SAINT FLORENT,open,06301359,Active,2014-01-27 16:58:26,,,,,,,,,9897,9516,9141,8773,8409,8051,7700,7356
France,204080,L.N.U.F. BAYEUX,SAINT MARTIN DES ENTREES,L.N.U.F. BAYEUX,open,05300552,Active,2014-01-27 16:58:08,,,,,,,,,3327,2977,2637,2308,1988,1679,1379,1091
France,204087,SOCIETE LAITIERE DE CLERMONT,CLERMONT,SOCIETE LAITIERE DE CLERMONT,open,05101048,Active,2014-01-27 16:58:03,,,,,,,,,3644,3261,2888,2527,2177,1838,1510,1195
France,204088,SOCIETE LAITIERE DE VITRE,VITRE,SOCIETE LAITIERE DE VITRE,open,53503227,Active,2014-01-27 16:58:09,,,,,,,,,7586,6789,6014,5262,4532,3827,3145,2488
France,204205,BOREALIS Unité de Fabrication d'Acide Nitrique N7,LE GRAND QUEVILLY,BOREALIS CHIMIE SAS,open,05800607B,Active,2019-04-17 17:40:45,,,,,,,,,89428,43938,43152,84716,41556,40745,79849,78203
France,204207,BOREALIS Unité de Fabrication d'Ammoniac AM2,LE GRAND QUEVILLY,BOREALIS CHIMIE SAS,open,05800607A,Active,2016-05-18 10:30:10,,,,,,,,,267828,263176,258470,507428,497814,488106,478278,468416
France,204209,BOREALIS Unité de Fabrication d'Acide Nitrique N8,LE GRAND QUEVILLY,BOREALIS CHIMIE SAS,open,05800607C,Active,2015-03-02 17:33:22,,,,,,,,,68904,135414,132993,130546,128072,125575,123046,120509
France,204210,BOREALIS Unité de Prod. d'Acide Nitrique Mormant,MORMANT,BOREALIS CHIMIE SAS,open,06501167A,Active,2014-01-27 16:58:29,,,,,,,,,96604,94926,93228,91513,89779,88028,86256,84477
France,204211,BOREALIS Ammoniac Grandpuits,MORMANT,BOREALIS CHIMIE SAS,open,06501167B,Active,2019-10-29 17:00:20,,,,,,,,,630258,619311,608236,597044,585733,287156,562747,551142
France,204214,FERROGLOBE MANGANESE FRANCE,GRANDE-SYNTHE,FERROGLOBE MANGANESE FRANCE,open,07000720,Active,2014-01-27 16:58:35,,,,,,,,,176069,173011,169917,166790,163631,160439,157209,153967
France,204218,PRODEVA,VATRY,PRODEVA SA,open,05701765,Active,2014-01-27 16:58:15,,,,,,,,,13175,12067,10985,9935,8914,7924,6964,6038
France,204292,AXENS,SALINDRES,AXENS,open,06601577,Active,2014-04-22 17:22:51,,,,,,,,,26614 3366***,26152 3307***,25684 3249***,25212 3190***,24733 3132***,24252 3073***,23763 3015***,23273 2956***
France,204293,WINOA,LE CHEYLAS,WINOA,open,06102870,Active,2014-01-27 16:58:21,,,,,,,,,29019,28515,28005,27490,26969,26443,25910,25376
France,204299,NANCY ENROBES,LUDRES,NANCY ENROBES,closed,06200196,Permit Revoked,2015-05-20 10:19:34,,,,,,,,,1442,1291,0,0,0,0,0,0
France,204313,SIAAP- Usine Seine Amont Valenton,Valenton,SIAAP- Syndicat interdépartemental pour l'assainissement de l'agglomération parisienne,open,07402258,Active,2014-01-27 16:58:37,,,,,,,,,14690,13147,11644,10189,8777,7412,6090,4818
France,204318,ARKEMA FRANCE- Usine de Lacq,Lacq,ARKEMA FRANCE,open,05205103,Active,2014-01-27 16:58:07,,,,,,,,,47388,46566,45733,44891,44040,43182,42312,41440
France,204319,ARKEMA FRANCE- Usine de Mont,Orthez,ARKEMA FRANCE,open,05202690,Active,2014-01-27 16:54:18,,,,,,,,,26157,25703,25242,24779,24308,23835,23355,22873
France,204444,SIDESUP,ENGENVILLE,SIDESUP,open,10001019,Active,2014-01-27 16:58:38,,,,,,,,,15836,15245,14663,14091,13526,12970,12421,11885
France,204782,CERDIA FRANCE SAS - Roussillon,Saint Maurice l'Exil,CERDIA FRANCE SAS,open,06108774,Active,2018-04-27 10:23:25,,,,,,,,,82528,81095,70164,68871,67566,66249,64915,63576
France,204783,Polytechnyl - Belle Etoile Polyamides Intermediate,Saint Fons,POLYTECHNYL,open,06103725,Active,2014-01-27 16:58:22,,,,,,,,,67668,66492,65303,64102,62887,61661,60419,59173
France,204784,Polytechnyl - Belle Etoile Engineering Plastics,Saint Fons,POLYTECHNYL,open,06103721,Active,2014-01-27 16:58:21,,,,,,,,,9744,9575,9403,9230,9056,8879,8700,8521
France,204861,U.C.D.V,Saussay la Campagne,U.C.D.V,open,05800291,Active,2014-01-27 16:59:02,,,,,,,,,28354,27116,25896,24700,23527,22375,21245,20144
France,204905,DESHYOUEST,DOMAGNE,DESHYOUEST,open,05501399,Active,2014-01-27 16:58:09,,,,,,,,,14396,12883,11411,9984,8601,7262,5967,4721
France,204907,Elkem Silicones Site de St Fons,Saint Fons Cedex,ELKEM SILICONES FRANCE SAS,open,06103727,Active,2014-01-27 16:58:22,,,,,,,,,17394,17091,16786,16476,16165,15849,15530,15210
France,204921,Elkem Silicones- Site de Roussillon,Salaise Sur Sanne,ELKEM SILICONES FRANCE SAS,open,06105222,Active,2014-01-27 16:58:23,,,,,,,,,86019,84525,83013,81485,79941,78383,76805,75220
France,204944,KEM ONE- Usine de LAVERA,LAVERA,KEM ONE,open,06400942,Active,2014-01-27 16:58:27,,,,,,,,,175393,172346,169264,166150,163001,159823,156604,153376
France,204945,KEM ONE- Usine de Saint-FONS,St FONS,KEM ONE,open,06103724,Active,2014-01-27 16:58:22,,,,,,,,,15753,15479,15202,14923,14640,14354,14066,13775
France,204970,MONDELANGE INDUSTRIES,MONDELANGE,MONDELANGE INDUSTRIES,open,06207805,Active,2014-01-27 16:58:26,,,,,,,,,4000,3579,3171,2775,2390,2018,1658,1312
France,205222,FERROPEM Usine d'Anglefort,ANGLEFORT,FERROPEM,open,06101980,Active,2014-01-27 16:58:20,,,,,,,,,149478,146883,144256,141602,138919,136209,133467,130714
France,205223,FERROPEM Usine des Clavaux,GAVET,FERROPEM,open,06102997,Active,2014-01-27 16:58:21,,,,,,,,,146157,143618,141049,138454,135831,133182,130501,127810
France,205224,FERROPEM Usine de Montricher,MONTRICHER-ALBANNE,FERROPEM,open,06104426,Active,2014-01-27 16:58:23,,,,,,,,,118721,116659,114573,112465,110333,108182,106003,103818
France,205225,FERROPEM Usine de Châteaufeuillet,PETIT-COEUR,FERROPEM,open,06104438,Active,2017-03-02 14:07:34,,,,,,,,,156962 39291***,154236 38607***,151477 37924***,148691 37240***,145873 36556***,143029 35873***,140149 35189***,137259 34505***
France,205226,FERROPEM Usine de Laudun,LAUDUN,FERROPEM,open,06600563,Active,2014-01-27 16:58:30,,,,,,,,,152281,149637,146960,144257,141523,138763,135969,133166
France,205261,CAPDEA Site d'Assencières,ASSENCIERES,CAPDEA,open,05701908,Active,2014-01-27 16:58:15,,,,,,,,,15651,14419,13216,12047,10910,9806,8736,7701
France,205263,CAPDEA Site d'Aulnay,AULNAY,CAPDEA,open,05701910,Active,2014-01-27 16:58:15,,,,,,,,,13241,12220,11224,10255,9312,8397,7509,6650
France,205264,CAPDEA Site de Marigny,MARIGNY-LE-CHATEL,CAPDEA,open,05702543,Active,2014-01-27 16:58:16,,,,,,,,,30712,28494,26327,24217,22165,20171,18232,16356
France,205277,SCICA PULPOSEC,Chevrières,TEREOS FRANCE,open,05101027,Active,2014-01-27 16:58:03,,,,,,,,,22001,21619,21232,20842,20447,20048,19645,19239
France,205336,Société de Déshydratation du Cambrésis,Escaudoeuvres,TEREOS FRANCE,open,07000973,Active,2014-01-27 16:58:36,,,,,,,,,19252,18918,18579,18237,17892,17543,17190,16835
France,205423,LINDE FRANCE CHALAMPE,Chalampé,LINDE FRANCE SA,open,06702200,Active,2014-01-27 16:58:32,,,,,,,,,109343,107444,105523,103581,101619,99637,97631,95618
France,205428,COMILOG DUNKERQUE,GRAVELINES,COMILOG DUNKERQUE,open,07000508,Active,2014-01-27 16:58:34,,,,,,,,,93832,92202,90553,88887,87203,85503,83781,82053
France,205436,NOVOCERAM,LAVEYRON,NOVOCERAM PRODUITS CERAMIQUES,open,10300065,Active,2020-02-24 17:08:22,,,,,,,,,19120,18789,18452,18113,17771,17424 661***,17074 966***,16720 948***
France,205437,SICA PULPES DE BOIRY,Boiry Sainte Rictrude,TEREOS FRANCE,open,07001051,Active,2014-01-27 16:58:36,,,,,,,,,26401,25943,25479,25010,24536,24057,23573,23087
France,205461,SOCIETE LAITIERE DU BOCAGE ORNAIS,Saint Hilaire de Briouze,SOCIETE LAITIERE DU BOCAGE ORNAIS,open,05302774,Active,2015-03-02 17:33:22,,,,,,,,,18805,20782,20315,19849,19382,18914,18446,17980
France,205482,CERAMIQUES DE HAUTE LOIRE,Paulhaguet,CERAMIQUES DE HAUTE LOIRE,open,05600203,Active,2020-02-24 17:08:14,,,,,,,,,11654,11452,11247,11040,10831,10620,8545,8368
France,205488,MAUBEUGE CONSTRUCTION AUTOMOBILE MCA,MAUBEUGE,MAUBEUGE CONSTRUCTION AUTOMOBILE MCA,open,07000832,Active,2015-04-28 16:39:36,,,,,,,,,27759,24843,33486,32870,32247,31619,30982,30343
France,205489,SOCIETE DE VEHICULES AUTOMOBILES DE BATILLY,Batilly,SOCIETE DE VEHICULES AUTOMOBILES DE BATILLY,open,06200037,Active,2015-04-28 16:39:35,,,,,,,,,22020,19706,26563,26074,25580,25081,24577,24069
France,205500,LACADEE SAS - SITE D'ARANCE,MONT,ETS LACADEE SAS,closed,05202367,Permit Revoked,2018-06-12 11:56:58,,,,,,,,,1802,1613,1428,1249,1077,0,0,0
France,205506,Akers France SAS - Usine de Berlaimont,Berlaimont,AKERS FRANCE,closed,07001067,Permit Revoked,2017-05-10 13:38:34,,,,,,,,,6085,5980,5873,5765,0,0,0,0
France,205521,Tereos Nutririon Animale AULNAY AUX PLANCHES,AULNAY AUX PLANCHES,TEREOS NUTRITION ANIMALE,open,05701671,Active,2014-01-27 16:58:13,,,,,,,,,19022,17659,16327,15031,13769,12543,11351,10197
France,205522,TEREOS NUTRITION ANIMALE ALLEMANCHE,ALLEMANCHE,TEREOS NUTRITION ANIMALE,open,05701507,Active,2014-01-27 16:58:12,,,,,,,,,19410,18100,16819,15572,14357,13175,12024,10911
France,205523,TEREOS NUTRITION ANIMALE SITE DE PLEURS,PLEURS,TEREOS NUTRITION ANIMALE,open,05701544,Active,2014-01-27 16:58:13,,,,,,,,,15042,14074,13127,12204,11305,10429,9576,8751
France,205524,TEREOS NUTRITION ANIMALE MONTEPREUX,MONTEPREUX,TEREOS NUTRITION ANIMALE,open,05701539,Active,2014-01-27 16:58:13,,,,,,,,,17831,16586,15368,14184,13030,11908,10816,9761
France,205531,Yara France Usine de Pardies,Pardies,YARA FRANCE,closed,05202760,Permit Revoked,2019-05-21 12:35:58,,,,,,,,,40728,40021,39305,38582,37851,37113,0,0
France,205532,Yara France Usine de Montoir,Montoir de Bretagne,YARA FRANCE,open,06300918,Active,2014-01-27 16:58:26,,,,,,,,,90465,88894,87304,85698,84074,82435,80775,79109
France,205574,ETEX FRANCE BUILDING PERFORMANCE - AUNEUIL,AUNEUIL,ETEX FRANCE BUILDING PERFORMANCE,open,05100850,Active,2015-03-02 17:33:21,,,,,,,,,29648,36417,35766,35108,34443,33771,33091,32409
France,205575,ETEX FRANCE BUILDING PERFORMANCE - ST LOUBES,SAINT-LOUBES,ETEX FRANCE BUILDING PERFORMANCE,open,05201222,Active,2015-03-02 17:33:21,,,,,,,,,22897,27214,26728,26236,25739,25237,24729,24219
France,205576,ETEX FRANCE BUILDING PERFORMANCE - CARPENTRAS,CARPENTRAS,ETEX FRANCE BUILDING PERFORMANCE,open,06400533,Active,2015-03-02 17:33:22,,,,,,,,,24528,30128,29589,29045,28495,27939,27377,26812
France,205578,ETEX FRANCE BUILDING PERFORMANCE - MAZAN,MAZAN,ETEX FRANCE BUILDING PERFORMANCE,closed,06401643,Permit Revoked,2020-11-26 17:05:38,,,,,,,,,7228,8979,6363,6246,6127,6008,0,0
France,205579,ETEX FRANCE BUILING PERFORMANCE - LE PIN,LE PIN,ETEX FRANCE BUILDING PERFORMANCE,open,06502229,Active,2015-03-02 17:33:22,,,,,,,,,17050,20943,20568,20190,19807,19421,19030,18638
France,205580,ETEX FRANCE BUILDING PERFORMANCE - OTTMARSHEIM,OTTMARSHEIM,ETEX FRANCE BUILDING PERFORMANCE,open,06700464,Active,2015-03-02 17:33:23,,,,,,,,,15867,19489,19141,18789,18433,18073,17709,17344
France,205584,PAREFEUILLE PROVENCE,FOURNES,PAREFEUILLE PROVENCE,open,06600541,Active,2019-04-17 17:09:15,,,,,,,,,14468,14217,13963,13705,13446 3476***,13183 3411***,12918 3345***,12651 3280***
France,205588,UNION INVIVO BASSENS FLEUVE,BASSENS,UNION INVIVO,closed,05200350,Permit Revoked,2015-02-23 16:06:20,,,,,,,,,1490,1334,0,0,0,0,0,0
France,205589,UNION INVIVO BASSENS TERRE,BASSENS,UNION INVIVO,open,05200353,Active,2020-09-17 16:26:04,,,,,,,,,2800,2506,2220,1942,1673,1412,581,918
France,205590,UNION INVIVO STOCKAGE OTTMARSHEIM,OTTMARSHEIM,UNION INVIVO,open,06700574,Active,2020-04-20 09:54:45,,,,,,,,,1917,1717,1520,1330,1146,967,398,629
France,205612,KERVALIS,Les Essarts,KERVALIS,open,06302858,Active,2014-01-27 16:58:27,,,,,,,,,11589,10371,9186,8037,6924,5847,4804,3800
France,205614,BERNARD AGRICULTURE,St André de Corcy,BERNARD AGRICULTURE,open,06102212,Active,2014-01-27 16:58:20,,,,,,,,,1076,962,852,746,642,543,446,353
France,205620,CRISTAL UNION - SIDEFO,Fontaine le Dun,CRISTAL UNION,open,05801045,Active,2014-01-27 16:58:17,,,,,,,,,9866,9694,9521,9346,9169,8990,8809,8627
France,205635,LUZEAL- Site de PAUVRES,Pauvres,LUZEAL,open,05701177,Active,2014-01-27 16:58:12,,,,,,,,,54729,49692,44785,40022,35399,30919,26579,22394
France,205636,LUZEAL- Site de RECY,Recy,LUZEAL,open,05701735,Active,2014-01-27 16:58:14,,,,,,,,,30016,27800,25636,23531,21483,19494,17558,15688
France,205637,LUZEAL- Site de SAINT REMY SUR BUSSY,Saint Remy sur Bussy,LUZEAL,open,05701751,Active,2014-01-27 16:58:14,,,,,,,,,24947,22734,20578,18484,16452,14481,12571,10728
France,205638,LUZEAL- Site de SEPT SAULX,SEPT SAULX,LUZEAL,open,05701497,Active,2014-01-27 16:58:12,,,,,,,,,12407,11423,10461,9527,8619,7738,6881,6055
France,205639,LUZEAL- Site de PONTFAVERGER,Pontfaverger,LUZEAL,open,05701451,Active,2014-01-27 16:58:12,,,,,,,,,27206,24870,22592,20380,18231,16147,14127,12177
France,205659,APERAM Stainless France- Site de Gueugnon,Gueugnon,APERAM STAINLESS FRANCE,open,05401144,Active,2014-01-27 16:58:09,,,,,,,,,60556,59504,58439,57365,56278,55180,54069,52954
France,205660,APERAM Stainless France- Site d'Isbergues,ISBERGUES,APERAM STAINLESS FRANCE,open,07000824,Active,2014-01-27 16:58:35,,,,,,,,,38853,38178,37495,36805,36108,35404,34691,33976
France,205670,TRIMET Saint Jean de Maurienne,Saint Jean de Maurienne,TRIMET FRANCE SAS,open,06104466,Active,2014-01-27 16:58:23,,,,,,,,,228769,224795,220775,216713,212607,208461,204263,200051
France,205672,KRONOSPAN AUXERRE,Auxerre Cedex,KRONOSPAN SAS,open,05401050,Active,2015-04-28 16:46:36,,,,,,,,,14574,14320,9242,8086,6966,5882,4833,3823
France,205676,PROVENCE ENROBES,Gignac La Nerthe,PROVENCE ENROBES,open,06402095,Active,2014-01-27 16:58:28,,,,,,,,,2312,2069,1832,1603,1381,1166,958,757
France,205686,SNF SAS,Andrézieux-Bouthéon,SNF SAS,open,06203291,Active,2015-09-08 16:15:27,,,,,,,,,31044 3190***,27782 2854***,24608 2529***,21530 2213***,18547 1908***,15661 1612***,12869 1326***,10180 1050***
France,205688,SUNDESHY- Site de Francheville,Francheville,SUNDESHY,open,05701706,Active,2014-01-27 16:58:13,,,,,,,,,38825,35712,32675,29722,26852,24066,21361,18750
France,205689,SUNDESHY- Site de Noirlieu,Noirlieu,SUNDESHY,open,05701721,Active,2014-01-27 16:58:14,,,,,,,,,10975,9822,8699,7611,6557,5536,4550,3599
